ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2007-12-20,8.026724380850764,7.706184611706512,8.937887728871162,8.026724380850764,8.026724380850764,0.29138833653946533,0.29138833653946533,0.29138833653946533,-0.07225015117441458,-0.07225015117441458,-0.07225015117441458,0.3636384877138799,0.3636384877138799,0.3636384877138799,0.0,0.0,0.0,8.31811271739023
2007-12-21,8.025178325646669,7.697940340917725,9.020939845648957,8.025178325646669,8.025178325646669,0.30013896650803823,0.30013896650803823,0.30013896650803823,-0.06958318784211577,-0.06958318784211577,-0.06958318784211577,0.369722154350154,0.369722154350154,0.369722154350154,0.0,0.0,0.0,8.325317292154708
2007-12-22,8.023632270442572,7.4599949496184585,8.69542460679062,8.023632270442572,8.023632270442572,0.0670571228114328,0.0670571228114328,0.0670571228114328,-0.31171680116175915,-0.31171680116175915,-0.31171680116175915,0.37877392397319193,0.37877392397319193,0.37877392397319193,0.0,0.0,0.0,8.090689393254005
2007-12-23,8.022086215238476,7.828820192832053,9.072217625276892,8.022086215238476,8.022086215238476,0.43895795307119684,0.43895795307119684,0.43895795307119684,0.04828755755890076,0.04828755755890076,0.04828755755890076,0.390670395512296,0.390670395512296,0.390670395512296,0.0,0.0,0.0,8.461044168309673
2007-12-24,8.020540160034379,8.167302539450267,9.398538399793816,8.020540160034379,8.020540160034379,0.7575282939744212,0.7575282939744212,0.7575282939744212,0.3522872860811079,0.3522872860811079,0.3522872860811079,0.4052410078933133,0.4052410078933133,0.4052410078933133,0.0,0.0,0.0,8.7780684540088
2007-12-25,8.018994104830282,7.9085079677795385,9.181283023451417,8.018994104830282,8.018994104830282,0.541918535905133,0.541918535905133,0.541918535905133,0.11964282537758177,0.11964282537758177,0.11964282537758177,0.42227571052755114,0.42227571052755114,0.42227571052755114,0.0,0.0,0.0,8.560912640735415
2007-12-26,8.017448049626186,7.807800443786833,9.004018075998314,8.017448049626186,8.017448049626186,0.37486586905878627,0.37486586905878627,0.37486586905878627,-0.06666752883945919,-0.06666752883945919,-0.06666752883945919,0.44153339789824536,0.44153339789824536,0.44153339789824536,0.0,0.0,0.0,8.392313918684971
2007-12-27,8.01590199442209,7.759435546412679,9.06663041819799,8.01590199442209,8.01590199442209,0.390500646602477,0.390500646602477,0.390500646602477,-0.0722501511746794,-0.0722501511746794,-0.0722501511746794,0.46275079777715644,0.46275079777715644,0.46275079777715644,0.0,0.0,0.0,8.406402641024568
2007-12-28,8.014355939217994,7.829021471778885,9.020330661793736,8.014355939217994,8.014355939217994,0.41606830567936914,0.41606830567936914,0.41606830567936914,-0.069583187841832,-0.069583187841832,-0.069583187841832,0.4856514935212011,0.4856514935212011,0.4856514935212011,0.0,0.0,0.0,8.430424244897363
2007-12-29,8.012809884013897,7.563914088680093,8.849551073279347,8.012809884013897,8.012809884013897,0.19823796119081769,0.19823796119081769,0.19823796119081769,-0.31171680116168254,-0.31171680116168254,-0.31171680116168254,0.5099547623525003,0.5099547623525003,0.5099547623525003,0.0,0.0,0.0,8.211047845204716
2007-12-30,8.0112638288098,7.931420952681358,9.219613698577948,8.0112638288098,8.0112638288098,0.5836714809893754,0.5836714809893754,0.5836714809893754,0.04828755755917683,0.04828755755917683,0.04828755755917683,0.5353839234301986,0.5353839234301986,0.5353839234301986,0.0,0.0,0.0,8.594935309799176
2007-12-31,8.009717773605704,8.293092326217971,9.546861809339159,8.009717773605704,8.009717773605704,0.9139611975291643,0.9139611975291643,0.9139611975291643,0.35228728608122745,0.35228728608122745,0.35228728608122745,0.5616739114479365,0.5616739114479365,0.5616739114479365,0.0,0.0,0.0,8.92367897113487
2008-01-01,8.00817171840161,8.109901219157537,9.293292869041847,8.00817171840161,8.00817171840161,0.7082206480840071,0.7082206480840071,0.7082206480840071,0.11964282537755018,0.11964282537755018,0.11964282537755018,0.5885778227064569,0.5885778227064569,0.5885778227064569,0.0,0.0,0.0,8.716392366485616
2008-01-02,8.006625663197513,7.94428746419275,9.174812179986375,8.006625663197513,8.006625663197513,0.5492046912370272,0.5492046912370272,0.5492046912370272,-0.06666752883957297,-0.06666752883957297,-0.06666752883957297,0.6158722200766001,0.6158722200766001,0.6158722200766001,0.0,0.0,0.0,8.55583035443454
2008-01-03,8.005079607993418,7.967399213088734,9.195307927925102,8.005079607993418,8.005079607993418,0.5711108785290788,0.5711108785290788,0.5711108785290788,-0.07225015117464353,-0.07225015117464353,-0.07225015117464353,0.6433610297037224,0.6433610297037224,0.6433610297037224,0.0,0.0,0.0,8.576190486522496
2008-01-04,8.003533552789321,7.942520040782196,9.204716725387357,8.003533552789321,8.003533552789321,0.6012947263506319,0.6012947263506319,0.6012947263506319,-0.06958318784201839,-0.06958318784201839,-0.06958318784201839,0.6708779141926503,0.6708779141926503,0.6708779141926503,0.0,0.0,0.0,8.604828279139953
2008-01-05,8.001987497585224,7.769420341619578,8.984936564283435,8.001987497585224,8.001987497585224,0.3865702615092069,0.3865702615092069,0.3865702615092069,-0.31171680116160605,-0.31171680116160605,-0.31171680116160605,0.698287062670813,0.698287062670813,0.698287062670813,0.0,0.0,0.0,8.38855775909443
2008-01-06,8.000441442381128,8.161009209171695,9.365397856597827,8.000441442381128,8.000441442381128,0.7737699533104234,0.7737699533104234,0.7737699533104234,0.04828755755975559,0.04828755755975559,0.04828755755975559,0.7254823957506679,0.7254823957506679,0.7254823957506679,0.0,0.0,0.0,8.774211395691552
2008-01-07,7.998895387177031,8.454332045246064,9.68155648419193,7.998895387177031,7.998895387177031,1.1046725272081588,1.1046725272081588,1.1046725272081588,0.3522872860808912,0.3522872860808912,0.3522872860808912,0.7523852411272677,0.7523852411272677,0.7523852411272677,0.0,0.0,0.0,9.10356791438519
2008-01-08,7.997349331972934,8.286994129283952,9.573350598670837,7.997349331972934,7.997349331972934,0.8985834168535369,0.8985834168535369,0.8985834168535369,0.11964282537795352,0.11964282537795352,0.11964282537795352,0.7789405914755834,0.7789405914755834,0.7789405914755834,0.0,0.0,0.0,8.895932748826471
2008-01-09,7.995803276768838,8.112495145511604,9.313392241043314,7.995803276768838,7.995803276768838,0.738444579782134,0.738444579782134,0.738444579782134,-0.0666675288395543,-0.0666675288395543,-0.0666675288395543,0.8051121086216882,0.8051121086216882,0.8051121086216882,0.0,0.0,0.0,8.734247856550972
2008-01-10,7.994257221564743,8.155626991139249,9.362595410983715,7.994257221564743,7.994257221564743,0.7586259337621319,0.7586259337621319,0.7586259337621319,-0.0722501511746077,-0.0722501511746077,-0.0722501511746077,0.8308760849367397,0.8308760849367397,0.8308760849367397,0.0,0.0,0.0,8.752883155326874
2008-01-11,7.992711166360646,8.14012170718086,9.403420062530827,7.992711166360646,7.992711166360646,0.7866314251320738,0.7866314251320738,0.7866314251320738,-0.06958318784220478,-0.06958318784220478,-0.06958318784220478,0.8562146129742785,0.8562146129742785,0.8562146129742785,0.0,0.0,0.0,8.77934259149272
2008-01-12,7.99116511115655,7.9745777830956275,9.164720005762712,7.99116511115655,7.99116511115655,0.5693914450381816,0.5693914450381816,0.5693914450381816,-0.31171680116152956,-0.31171680116152956,-0.31171680116152956,0.8811082461997112,0.8811082461997112,0.8811082461997112,0.0,0.0,0.0,8.560556556194731
2008-01-13,7.989619055952454,8.342291203268514,9.563470532346628,7.989619055952454,7.989619055952454,0.9538160136988286,0.9538160136988286,0.9538160136988286,0.04828755755813176,0.04828755755813176,0.04828755755813176,0.9055284561406969,0.9055284561406969,0.9055284561406969,0.0,0.0,0.0,8.943435069651283
2008-01-14,7.988073000748357,8.639831483997087,9.924712085396127,7.988073000748357,7.988073000748357,1.2817174896974874,1.2817174896974874,1.2817174896974874,0.35228728608101073,0.35228728608101073,0.35228728608101073,0.9294302036164765,0.9294302036164765,0.9294302036164765,0.0,0.0,0.0,9.269790490445844
2008-01-15,7.98652694554426,8.45761918827445,9.641465272544185,7.98652694554426,7.98652694554426,1.0723877687666041,1.0723877687666041,1.0723877687666041,0.11964282537761316,0.11964282537761316,0.11964282537761316,0.9527449433889911,0.9527449433889911,0.9527449433889911,0.0,0.0,0.0,9.058914714310864
2008-01-16,7.984980890340164,8.281392326044244,9.477448761785952,7.984980890340164,7.984980890340164,0.9087068436193274,0.9087068436193274,0.9087068436193274,-0.06666752883953557,-0.06666752883953557,-0.06666752883953557,0.9753743724588628,0.9753743724588628,0.9753743724588628,0.0,0.0,0.0,8.89368773395949
2008-01-17,7.983434835136069,8.30570236859413,9.498447509092117,7.983434835136069,7.983434835136069,0.9249350613075693,0.9249350613075693,0.9249350613075693,-0.07225015117457184,-0.07225015117457184,-0.07225015117457184,0.9971852124821413,0.9971852124821413,0.9971852124821413,0.0,0.0,0.0,8.908369896443638
2008-01-18,7.981888779931972,8.331766595060616,9.569724817305145,7.981888779931972,7.981888779931972,0.9484220990875872,0.9484220990875872,0.9484220990875872,-0.06958318784192095,-0.06958318784192095,-0.06958318784192095,1.0180052869295084,1.0180052869295084,1.0180052869295084,0.0,0.0,0.0,8.93031087901956
2008-01-19,7.980342724727876,8.134138896493745,9.326757970176999,7.980342724727876,7.980342724727876,0.7259043133164788,0.7259043133164788,0.7259043133164788,-0.3117168011617406,-0.3117168011617406,-0.3117168011617406,1.0376211144782195,1.0376211144782195,1.0376211144782195,0.0,0.0,0.0,8.706247038044355
2008-01-20,7.9787966695237795,8.436313394351734,9.716762861708663,7.9787966695237795,7.9787966695237795,1.1040647504215655,1.1040647504215655,1.1040647504215655,0.04828755755871052,0.04828755755871052,0.04828755755871052,1.055777192862855,1.055777192862855,1.055777192862855,0.0,0.0,0.0,9.082861419945345
2008-01-21,7.977250614319683,8.77229988672252,9.996262324958497,7.977250614319683,7.977250614319683,1.4244643794903014,1.4244643794903014,1.4244643794903014,0.3522872860811303,0.3522872860811303,0.3522872860811303,1.0721770934091712,1.0721770934091712,1.0721770934091712,0.0,0.0,0.0,9.401714993809984
2008-01-22,7.975704559115586,8.561096094963306,9.803781149928966,7.975704559115586,7.975704559115586,1.2061292527450087,1.2061292527450087,1.2061292527450087,0.11964282537727283,0.11964282537727283,0.11964282537727283,1.0864864273677357,1.0864864273677357,1.0864864273677357,0.0,0.0,0.0,9.181833811860596
2008-01-23,7.9741585039114895,8.398236087447502,9.65630717434867,7.9741585039114895,7.9741585039114895,1.031670153915129,1.031670153915129,1.031670153915129,-0.06666752883951688,-0.06666752883951688,-0.06666752883951688,1.0983376827546458,1.0983376827546458,1.0983376827546458,0.0,0.0,0.0,9.00582865782662
2008-01-24,7.972612448707395,8.365219219807084,9.591406382887458,7.972612448707395,7.972612448707395,1.0350867154455854,1.0350867154455854,1.0350867154455854,-0.072250151174604,-0.072250151174604,-0.072250151174604,1.1073368666201895,1.1073368666201895,1.1073368666201895,0.0,0.0,0.0,9.00769916415298
2008-01-25,7.971066393503298,8.338952664196528,9.650681062113662,7.971066393503298,7.971066393503298,1.0434886366565668,1.0434886366565668,1.0434886366565668,-0.06958318784203867,-0.06958318784203867,-0.06958318784203867,1.1130718244986055,1.1130718244986055,1.1130718244986055,0.0,0.0,0.0,9.014555030159865
2008-01-26,7.969520338299202,8.171703728281441,9.331562494857014,7.969520338299202,7.969520338299202,0.8034052470777716,0.8034052470777716,0.8034052470777716,-0.3117168011616641,-0.3117168011616641,-0.3117168011616641,1.1151220482394357,1.1151220482394357,1.1151220482394357,0.0,0.0,0.0,8.772925585376974
2008-01-27,7.9679742830951055,8.471069608623582,9.737675729112901,7.9679742830951055,7.9679742830951055,1.1613572849848823,1.1613572849848823,1.1613572849848823,0.048287557558986574,0.048287557558986574,0.048287557558986574,1.1130697274258956,1.1130697274258956,1.1130697274258956,0.0,0.0,0.0,9.129331568079987
2008-01-28,7.966428227891009,8.770214292596453,10.06198817242102,7.966428227891009,7.966428227891009,1.4587990360534546,1.4587990360534546,1.4587990360534546,0.35228728608124976,0.35228728608124976,0.35228728608124976,1.1065117499722048,1.1065117499722048,1.1065117499722048,0.0,0.0,0.0,9.425227263944464
2008-01-29,7.964882172686912,8.55407617267985,9.800825757070454,7.964882172686912,7.964882172686912,1.2147151412978316,1.2147151412978316,1.2147151412978316,0.11964282537767613,0.11964282537767613,0.11964282537767613,1.0950723159201554,1.0950723159201554,1.0950723159201554,0.0,0.0,0.0,9.179597313984743
2008-01-30,7.963336117482817,8.352021900490968,9.582245676809995,7.963336117482816,7.963336117482816,1.011748267507335,1.011748267507335,1.011748267507335,-0.06666752883954613,-0.06666752883954613,-0.06666752883954613,1.0784157963468812,1.0784157963468812,1.0784157963468812,0.0,0.0,0.0,8.975084384990152
2008-02-01,7.960244007074625,8.280307920989456,9.545692190630826,7.960244007074625,7.960244007074625,0.9588023950176026,0.9588023950176026,0.9588023950176026,-0.06958318784222504,-0.06958318784222504,-0.06958318784222504,1.0283855828598276,1.0283855828598276,1.0283855828598276,0.0,0.0,0.0,8.919046402092228
2008-02-02,7.958697951870528,8.034441219446963,9.234128714761065,7.958697951870528,7.958697951870528,0.6829359976606252,0.6829359976606252,0.6829359976606252,-0.3117168011615875,-0.3117168011615875,-0.3117168011615875,0.994652798822213,0.994652798822213,0.994652798822213,0.0,0.0,0.0,8.641633949531153
2008-02-03,7.957151896666431,8.355459779822176,9.61368490133396,7.957151896666431,7.957151896666431,1.0032934394629724,1.0032934394629724,1.0032934394629724,0.04828755755831271,0.04828755755831271,0.04828755755831271,0.9550058819046596,0.9550058819046596,0.9550058819046596,0.0,0.0,0.0,8.960445336129403
2008-02-04,7.955605841462335,8.609851508806512,9.828789300844072,7.955605841462335,7.955605841462335,1.2617713150599592,1.2617713150599592,1.2617713150599592,0.3522872860812529,0.3522872860812529,0.3522872860812529,0.9094840289787065,0.9094840289787065,0.9094840289787065,0.0,0.0,0.0,9.217377156522295
2008-02-05,7.954059786258238,8.280901782920708,9.58731115391842,7.954059786258238,7.954059786258238,0.9778698929867486,0.9778698929867486,0.9778698929867486,0.11964282537764453,0.11964282537764453,0.11964282537764453,0.8582270676091043,0.8582270676091043,0.8582270676091043,0.0,0.0,0.0,8.931929679244988
2008-02-06,7.952513731054143,8.068298992721644,9.275215165482829,7.952513731054143,7.952513731054143,0.7348118737633469,0.7348118737633469,0.7348118737633469,-0.06666752883931039,-0.06666752883931039,-0.06666752883931039,0.8014794026026572,0.8014794026026572,0.8014794026026572,0.0,0.0,0.0,8.68732560481749
2008-02-07,7.9509676758500465,8.02279021121616,9.272001083073066,7.9509676758500465,7.9509676758500465,0.667341323566812,0.667341323566812,0.667341323566812,-0.07225015117444997,-0.07225015117444997,-0.07225015117444997,0.7395914747412619,0.7395914747412619,0.7395914747412619,0.0,0.0,0.0,8.618308999416858
2008-02-08,7.949421620645951,7.925799771614619,9.18570603190381,7.949421620645951,7.949421620645951,0.6034353945388964,0.6034353945388964,0.6034353945388964,-0.06958318784241142,-0.06958318784241142,-0.06958318784241142,0.6730185823813077,0.6730185823813077,0.6730185823813077,0.0,0.0,0.0,8.552857015184847
2008-02-09,7.947875565441854,7.569064356716922,8.85546147160622,7.947875565441854,7.947875565441854,0.290600186417456,0.290600186417456,0.290600186417456,-0.31171680116167416,-0.31171680116167416,-0.31171680116167416,0.6023169875791302,0.6023169875791302,0.6023169875791302,0.0,0.0,0.0,8.23847575185931
2008-02-10,7.946329510237757,7.88239864332534,9.114436626336238,7.946329510237757,7.946329510237757,0.5764248609214558,0.5764248609214558,0.5764248609214558,0.04828755755858876,0.04828755755858876,0.04828755755858876,0.5281373033628671,0.5281373033628671,0.5281373033628671,0.0,0.0,0.0,8.522754371159213
2008-02-11,7.944783455033661,8.171119258337642,9.360510941070965,7.944783455033661,7.944783455033661,0.8035025216617336,0.8035025216617336,0.8035025216617336,0.3522872860810331,0.3522872860810331,0.3522872860810331,0.4512152355807004,0.4512152355807004,0.4512152355807004,0.0,0.0,0.0,8.748285976695394
2008-02-12,7.943237399829564,7.813897730446012,9.02639690078014,7.943237399829564,7.943237399829564,0.4920026545989517,0.4920026545989517,0.4920026545989517,0.11964282537699544,0.11964282537699544,0.11964282537699544,0.37235982922195626,0.37235982922195626,0.37235982922195626,0.0,0.0,0.0,8.435240054428515
2008-02-13,7.941691344625469,7.5862650341192275,8.78430394890642,7.941691344625469,7.941691344625469,0.2257719141559186,0.2257719141559186,0.2257719141559186,-0.0666675288395087,-0.0666675288395087,-0.0666675288395087,0.2924394429954273,0.2924394429954273,0.2924394429954273,0.0,0.0,0.0,8.167463258781387
2008-02-14,7.940145289421372,7.460526754757721,8.696752523043228,7.940145289421372,7.940145289421372,0.14011559391717868,0.14011559391717868,0.14011559391717868,-0.07225015117456442,-0.07225015117456442,-0.07225015117456442,0.21236574509174308,0.21236574509174308,0.21236574509174308,0.0,0.0,0.0,8.080260883338552
2008-02-15,7.938599234217277,7.366834735938493,8.578459976668425,7.938599234217277,7.938599234217277,0.06349289753442673,0.06349289753442673,0.06349289753442673,-0.06958318784212761,-0.06958318784212761,-0.06958318784212761,0.13307608537655433,0.13307608537655433,0.13307608537655433,0.0,0.0,0.0,8.002092131751704
2008-02-16,7.93705317901318,7.070684039444322,8.274095215454695,7.93705317901318,7.93705317901318,-0.25620214829944415,-0.25620214829944415,-0.25620214829944415,-0.3117168011618037,-0.3117168011618037,-0.3117168011618037,0.055514652862359605,0.055514652862359605,0.055514652862359605,0.0,0.0,0.0,7.680851030713736
2008-02-17,7.935507123809083,7.350908231501082,8.54358302510692,7.935507123809083,7.935507123809083,0.028900428086447185,0.028900428086447185,0.028900428086447185,0.048287557558864845,0.048287557558864845,0.048287557558864845,-0.019387129472417653,-0.019387129472417653,-0.019387129472417653,0.0,0.0,0.0,7.964407551895531
2008-02-18,7.933961068604987,7.530215083396979,8.785895433292412,7.933961068604987,7.933961068604987,0.2615567970601114,0.2615567970601114,0.2615567970601114,0.35228728608081333,0.35228728608081333,0.35228728608081333,-0.09073048902070194,-0.09073048902070194,-0.09073048902070194,0.0,0.0,0.0,8.195517865665098
2008-02-19,7.932415013400891,7.272633916212043,8.533265984560929,7.932415013400891,7.932415013400891,-0.03802613957406783,-0.03802613957406783,-0.03802613957406783,0.1196428253769639,0.1196428253769639,0.1196428253769639,-0.1576689649510317,-0.1576689649510317,-0.1576689649510317,0.0,0.0,0.0,7.894388873826823
2008-02-20,7.930868958196795,7.017950229543841,8.275259759376455,7.930868958196795,7.930868958196795,-0.2860948684160817,-0.2860948684160817,-0.2860948684160817,-0.06666752883940544,-0.06666752883940544,-0.06666752883940544,-0.2194273395766763,-0.2194273395766763,-0.2194273395766763,0.0,0.0,0.0,7.6447740897807135
2008-02-21,7.929322902992699,6.9632278289373675,8.190668853113094,7.9293229029927,7.9293229029927,-0.34756949264430975,-0.34756949264430975,-0.34756949264430975,-0.07225015117452858,-0.07225015117452858,-0.07225015117452858,-0.2753193414697812,-0.2753193414697812,-0.2753193414697812,0.0,0.0,0.0,7.58175341034839
2008-02-22,7.927776847788603,6.9260111666941295,8.125602112590794,7.927776847788603,7.927776847788603,-0.3943468326755453,-0.3943468326755453,-0.3943468326755453,-0.0695831878422453,-0.0695831878422453,-0.0695831878422453,-0.32476364483330006,-0.32476364483330006,-0.32476364483330006,0.0,0.0,0.0,7.5334300151130575
2008-02-23,7.926230792584506,6.575853352364995,7.857039915069383,7.926230792584506,7.926230792584506,-0.6790145269373274,-0.6790145269373274,-0.6790145269373274,-0.3117168011615212,-0.3117168011615212,-0.3117168011615212,-0.36729772577580644,-0.36729772577580644,-0.36729772577580644,0.0,0.0,0.0,7.247216265647179
2008-02-24,7.924684737380409,6.9415031831988525,8.16217792067449,7.924684737380409,7.924684737380409,-0.35430162727000214,-0.35430162727000214,-0.35430162727000214,0.048287557559443584,0.048287557559443584,0.048287557559443584,-0.4025891848294457,-0.4025891848294457,-0.4025891848294457,0.0,0.0,0.0,7.5703831101104075
2008-02-25,7.923138682176313,7.2027184234501735,8.499207498739853,7.923138682176313,7.923138682176313,-0.0781569190329728,-0.0781569190329728,-0.0781569190329728,0.3522872860811557,0.3522872860811557,0.3522872860811557,-0.4304442051141285,-0.4304442051141285,-0.4304442051141285,0.0,0.0,0.0,7.844981763143339
2008-02-26,7.921592626972217,6.996372110989818,8.18659514204227,7.921592626972217,7.921592626972217,-0.3311700600739797,-0.3311700600739797,-0.3311700600739797,0.1196428253781108,0.1196428253781108,0.1196428253781108,-0.45081288545209053,-0.45081288545209053,-0.45081288545209053,0.0,0.0,0.0,7.590422566898237
2008-02-27,7.920046571768121,6.765297802901628,7.9984014200553935,7.920046571768121,7.920046571768121,-0.530458794488386,-0.530458794488386,-0.530458794488386,-0.06666752883938677,-0.06666752883938677,-0.06666752883938677,-0.4637912656489992,-0.4637912656489992,-0.4637912656489992,0.0,0.0,0.0,7.389587777279735
2008-02-29,7.9169544613599285,6.758352230897341,7.965038085155306,7.9169544613599285,7.9169544613599285,-0.5382624706694048,-0.5382624706694048,-0.5382624706694048,-0.06958318784250037,-0.06958318784250037,-0.06958318784250037,-0.4686792828269044,-0.4686792828269044,-0.4686792828269044,0.0,0.0,0.0,7.378691990690523
2008-03-02,7.913862350951735,6.854423003083221,8.175175033787767,7.913862350951735,7.913862350951735,-0.4003705967139886,-0.4003705967139886,-0.4003705967139886,0.048287557558467024,0.048287557558467024,0.048287557558467024,-0.44865815427245564,-0.44865815427245564,-0.44865815427245564,0.0,0.0,0.0,7.513491754237746
2008-03-05,7.909224185339448,6.870439644143417,8.07259422593033,7.909224185339448,7.909224185339448,-0.45091645029549016,-0.45091645029549016,-0.45091645029549016,-0.06666752883936806,-0.06666752883936806,-0.06666752883936806,-0.384248921456122,-0.384248921456122,-0.384248921456122,0.0,0.0,0.0,7.458307735043958
2008-03-06,7.907678130135351,6.854570455928718,8.058187946454094,7.907678130135351,7.907678130135351,-0.4293544366696209,-0.4293544366696209,-0.4293544366696209,-0.07225015117437456,-0.07225015117437456,-0.07225015117437456,-0.35710428549524637,-0.35710428549524637,-0.35710428549524637,0.0,0.0,0.0,7.478323693465731
2008-03-07,7.9061320749312545,6.867032890035643,8.115238452432092,7.906132074931255,7.906132074931255,-0.39830316390416626,-0.39830316390416626,-0.39830316390416626,-0.06958318784214786,-0.06958318784214786,-0.06958318784214786,-0.3287199760620183,-0.3287199760620183,-0.3287199760620183,0.0,0.0,0.0,7.507828911027088
2008-03-08,7.904586019727158,6.698894144941619,7.889532504718452,7.904586019727158,7.904586019727158,-0.6117920512003303,-0.6117920512003303,-0.6117920512003303,-0.3117168011616558,-0.3117168011616558,-0.3117168011616558,-0.3000752500386746,-0.3000752500386746,-0.3000752500386746,0.0,0.0,0.0,7.292793968526827
2008-03-09,7.903039964523061,7.021550368329803,8.322810949458756,7.903039964523061,7.903039964523061,-0.22384367186215218,-0.22384367186215218,-0.22384367186215218,0.04828755755904577,0.04828755755904577,0.04828755755904577,-0.27213122942119794,-0.27213122942119794,-0.27213122942119794,0.0,0.0,0.0,7.679196292660909
2008-03-10,7.901493909318965,7.42943127450062,8.593249278698396,7.901493909318965,7.901493909318965,0.10647876998924614,0.10647876998924614,0.10647876998924614,0.3522872860810555,0.3522872860810555,0.3522872860810555,-0.24580851609180934,-0.24580851609180934,-0.24580851609180934,0.0,0.0,0.0,8.007972679308212
2008-03-11,7.8999478541148695,7.213218929906484,8.410018661688468,7.8999478541148695,7.8999478541148695,-0.10232298655349668,-0.10232298655349668,-0.10232298655349668,0.11964282537743015,0.11964282537743015,0.11964282537743015,-0.22196581193092682,-0.22196581193092682,-0.22196581193092682,0.0,0.0,0.0,7.797624867561373
2008-03-12,7.898401798910774,7.016757839746827,8.255913951995351,7.898401798910774,7.898401798910774,-0.26804761104852654,-0.26804761104852654,-0.26804761104852654,-0.06666752883948186,-0.06666752883948186,-0.06666752883948186,-0.20138008220904463,-0.20138008220904463,-0.20138008220904463,0.0,0.0,0.0,7.630354187862247
2008-03-13,7.896855743706677,7.011689573459407,8.263769480451165,7.896855743706677,7.896855743706677,-0.2569789133423741,-0.2569789133423741,-0.2569789133423741,-0.07225015117457137,-0.07225015117457137,-0.07225015117457137,-0.18472876216780268,-0.18472876216780268,-0.18472876216780268,0.0,0.0,0.0,7.639876830364303
2008-03-14,7.89530968850258,7.052624639065142,8.312583395729533,7.89530968850258,7.89530968850258,-0.24215764311498478,-0.24215764311498478,-0.24215764311498478,-0.06958318784179542,-0.06958318784179542,-0.06958318784179542,-0.17257445527318943,-0.17257445527318943,-0.17257445527318943,0.0,0.0,0.0,7.653152045387595
